city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,Year
São Paulo,02-07-2022,98,62.1,84.6,25.7,36.3,28.8,77,9,Urban,582,2022
São Paulo,03-07-2022,13,21.4,82.2,48.8,39.9,36.3,49,9,Rural,924,2022
Cairo,04-07-2022,473,25.3,70.3,24.8,24.7,34,88,6,Urban,967,2022
Delhi,06-07-2022,296,19.4,46.4,26.7,55.4,23.5,67,4,Urban,342,2022
Beijing,07-07-2022,75,27.1,11.6,54.3,42,16,24,5,Suburban,1510,2022
Mexico City,08-07-2022,295,37.1,84,36,40.3,36.7,34,4,Suburban,302,2022
Delhi,09-07-2022,349,52,30.4,4.2,24.7,32.9,26,13,Urban,1724,2022
London,10-07-2022,198,11.7,73.8,26.8,29.4,5.8,32,6,Suburban,674,2022
Beijing,12-07-2022,102,19.3,64.5,45,46,7.6,20,12,Urban,655,2022
Delhi,13-07-2022,220,52.7,72.6,18.8,45.6,12.2,81,7,Urban,1760,2022
Delhi,14-07-2022,291,40.8,36.3,34.9,42.7,-3.9,60,11,Urban,1210,2022
Delhi,15-07-2022,43,31.9,35.5,20.4,37.2,37.8,76,6,Urban,1584,2022
London,16-07-2022,210,31.5,52.8,31.3,61.5,21.7,60,5,Urban,1214,2022
Mexico City,17-07-2022,191,42.4,54.9,19.1,22.5,33.3,86,10,Urban,695,2022
Los Angeles,18-07-2022,81,24.3,60.4,30.4,36.2,-1.7,68,5,Urban,132,2022
Delhi,19-07-2022,45,30.9,56.7,42,56.3,8.4,30,4,Urban,1321,2022
Beijing,20-07-2022,9,28.3,39.8,20.2,36.9,8.1,42,6,Urban,686,2022
Beijing,21-07-2022,181,34.1,56,7.7,50.4,23,68,8,Urban,756,2022
Los Angeles,22-07-2022,442,50.6,60.8,24.8,42.8,21,89,10,Urban,1957,2022
Los Angeles,23-07-2022,359,23,78.3,32.9,44,10,27,6,Urban,200,2022
Delhi,24-07-2022,465,44.9,80.3,18.1,49.4,35.1,62,12,Urban,982,2022
Tokyo,25-07-2022,255,38.2,48.4,22.9,67.4,37.2,88,7,Urban,1782,2022
Delhi,26-07-2022,50,31.8,67.6,49.2,55.3,14,88,7,Suburban,1978,2022
Tokyo,27-07-2022,247,45.4,84.4,22.9,47.8,30.6,22,12,Suburban,272,2022
Delhi,28-07-2022,146,35.1,44.8,17.1,48.6,7.7,28,5,Urban,740,2022
Delhi,29-07-2022,309,40.7,35.5,28.2,33.8,8.6,66,11,Urban,507,2022
London,30-07-2022,362,52,45.7,37.1,22.9,22.2,74,7,Urban,1704,2022
Delhi,31-07-2022,472,28.6,43.1,40,27,25.6,25,6,Suburban,1746,2022
Beijing,01-08-2022,323,27.9,75.1,33.8,24.8,28.6,62,10,Urban,1186,2022
Beijing,02-08-2022,300,42.6,77.4,36.2,26,19.2,51,8,Urban,1447,2022
Delhi,03-08-2022,198,33.7,86.8,20.9,46.7,33.7,79,11,Urban,323,2022
Los Angeles,04-08-2022,97,49.7,61.2,30.9,17.4,7.2,24,7,Rural,762,2022
London,05-08-2022,161,65.4,72.5,34.8,44.1,18.5,48,7,Urban,1009,2022
London,06-08-2022,288,57.6,57.7,25.3,44.7,3.4,68,9,Suburban,1956,2022
Beijing,07-08-2022,493,20.9,95.3,41,41,-1.1,48,2,Urban,218,2022
Beijing,08-08-2022,301,44.9,75.1,41.4,34.8,33.5,57,11,Urban,1762,2022
Delhi,09-08-2022,55,7.8,65.6,25.3,42.3,25.3,41,4,Suburban,1233,2022
Delhi,10-08-2022,57,39.8,58.2,19.4,46.4,18.4,41,15,Suburban,1540,2022
Delhi,11-08-2022,410,31.2,60.8,28.9,16.5,28.1,62,6,Suburban,70,2022
Tokyo,12-08-2022,420,41.7,64.1,43.6,63.4,8.1,37,7,Urban,273,2022
Tokyo,13-08-2022,192,34.3,34,33.4,29,4.3,28,5,Urban,1363,2022
Los Angeles,14-08-2022,149,28,24.4,22.2,29.2,29.2,33,9,Urban,1423,2022
Beijing,15-08-2022,6,37.4,88.5,31.6,50.8,31.6,28,7,Urban,772,2022
Beijing,16-08-2022,401,51.9,45.4,13,40.5,15.7,71,14,Urban,1607,2022
Beijing,18-08-2022,324,54.2,44,50.4,56.8,33.4,67,11,Urban,132,2022
Beijing,19-08-2022,487,46.8,67.8,44.1,39.7,3.1,22,8,Suburban,1894,2022
Delhi,20-08-2022,95,48.2,36.6,30.4,40.5,28.9,74,6,Suburban,403,2022
Delhi,21-08-2022,414,32.5,29.1,31,28.4,23.1,44,7,Suburban,977,2022
Cairo,22-08-2022,484,33.8,51.3,41.1,35,-5,24,8,Suburban,1912,2022
Beijing,23-08-2022,310,45.6,29.9,36.2,38.1,25.7,23,7,Suburban,230,2022
Cairo,24-08-2022,328,10.1,50.1,50.3,28.1,30,77,4,Urban,1486,2022
Delhi,25-08-2022,372,41.1,41.3,17.7,21.8,34.8,58,14,Urban,1702,2022
Mexico City,26-08-2022,175,32.8,68.2,10.5,45.4,0.4,37,7,Urban,628,2022
Delhi,27-08-2022,139,31.5,66.3,38.3,33.9,5.4,62,9,Urban,1278,2022
Delhi,28-08-2022,328,18.8,6.9,18.4,47.8,29.2,62,7,Urban,227,2022
Delhi,29-08-2022,138,37.9,58.4,44.9,60.1,17.9,77,6,Suburban,1552,2022
Delhi,30-08-2022,382,24.3,7.7,46.5,18.2,27.7,73,9,Suburban,1795,2022
Tokyo,31-08-2022,429,38,67.9,28,39.2,15.2,21,16,Urban,1821,2022
Beijing,01-09-2022,258,36.1,58.3,31.6,29,24.7,77,7,Urban,742,2022
Mexico City,02-09-2022,295,25.3,86.4,28.8,24,7.2,58,5,Urban,536,2022
Beijing,03-09-2022,46,51.2,93.6,38.2,20.7,21.6,82,4,Urban,605,2022
Beijing,04-09-2022,223,31.6,43.4,23.1,31.2,32.5,48,9,Urban,1196,2022
Beijing,05-09-2022,497,42.8,49.3,24.6,31,12.8,30,12,Urban,424,2022
Delhi,06-09-2022,315,19.5,44,27.7,47.8,31.7,91,4,Suburban,111,2022
São Paulo,07-09-2022,38,31.1,96.3,26.8,28.3,23.9,75,6,Urban,1364,2022
London,08-09-2022,190,20.6,70.4,16.7,65,28.3,74,6,Urban,1081,2022
Los Angeles,09-09-2022,351,35.4,59.4,24.3,30.6,39.1,75,10,Urban,1430,2022
Beijing,10-09-2022,450,39.8,35.8,35.5,55,-2.4,69,6,Urban,1047,2022
Delhi,11-09-2022,365,39.7,28,38,56.6,35.8,35,2,Suburban,821,2022
Tokyo,12-09-2022,145,59.9,52.5,31,29.9,5.2,51,9,Suburban,1831,2022
Beijing,13-09-2022,124,48.5,73.8,41.1,44.1,-0.7,71,10,Urban,370,2022
Delhi,14-09-2022,80,13,49.4,35.5,69.9,38.4,83,8,Urban,661,2022
Beijing,15-09-2022,350,47.1,35.9,29,33.8,1,56,8,Suburban,920,2022
Los Angeles,16-09-2022,90,24.3,78.4,19.8,60.8,0.3,76,7,Rural,734,2022
Mexico City,17-09-2022,326,46.6,51.2,19.4,36.5,28.9,34,9,Suburban,1881,2022
Los Angeles,18-09-2022,462,9.7,64.6,10.3,29.4,8.4,68,4,Urban,982,2022
Los Angeles,19-09-2022,333,32.2,71.9,14,45.9,30.5,69,7,Suburban,474,2022
Delhi,20-09-2022,153,40.2,65.1,46.2,43.1,35.6,53,11,Urban,900,2022
Tokyo,21-09-2022,114,20.8,29.5,33.9,22.3,18.6,56,1,Urban,1355,2022
Beijing,22-09-2022,488,54.8,63.2,35,21.1,-4,60,5,Urban,995,2022
Mexico City,23-09-2022,65,64.9,4.4,27.3,59.4,19,93,14,Urban,891,2022
Delhi,24-09-2022,20,33.8,50.8,14.6,21.6,18.9,93,11,Urban,1626,2022
São Paulo,25-09-2022,254,46.7,69.6,40.7,53.1,-0.5,56,9,Suburban,1207,2022
Delhi,26-09-2022,24,48.3,41.8,31.5,44.9,-2.9,86,0,Urban,653,2022
Delhi,27-09-2022,408,25.8,49.6,35.1,52.2,19.5,50,6,Suburban,411,2022
Beijing,28-09-2022,410,25.4,57.5,53.9,43.1,3.5,22,4,Urban,868,2022
Delhi,29-09-2022,67,40.3,43.6,34.8,44.2,26,64,9,Urban,508,2022
Delhi,30-09-2022,202,57,32.2,29.1,32.4,-2,90,12,Urban,683,2022
Mexico City,01-10-2022,467,50.2,1.3,8.1,47.3,8.4,70,11,Suburban,1384,2022
Beijing,02-10-2022,351,12.5,96.6,18.7,50.9,-2,37,2,Urban,68,2022
Beijing,04-10-2022,296,52.5,58.6,34.1,40.1,0.4,52,11,Suburban,215,2022
Los Angeles,05-10-2022,270,7.7,52.2,32.2,47.9,24,69,6,Urban,240,2022
Beijing,06-10-2022,343,46.3,32.8,44.6,60.7,-3.7,53,9,Suburban,1271,2022
Mexico City,07-10-2022,443,35.7,40.7,44.8,29.1,25.3,75,11,Urban,854,2022
Beijing,09-10-2022,474,50,80,17.9,54.7,22.5,78,7,Suburban,1377,2022
Beijing,11-10-2022,27,37.7,37.6,12.4,19.4,28.2,43,8,Urban,590,2022
Delhi,12-10-2022,284,40.7,38.2,22.5,27.8,-0.9,37,10,Suburban,1795,2022
Mexico City,13-10-2022,200,12.1,71.6,29.7,37.8,29.1,37,3,Urban,1788,2022
London,14-10-2022,201,10.9,32.4,24.7,58.9,31.3,44,4,Suburban,1723,2022
Delhi,15-10-2022,349,44.3,67.5,38,49.8,21.3,69,12,Suburban,1858,2022
Beijing,16-10-2022,348,36.9,49.9,40.4,34.1,3.7,25,9,Suburban,1082,2022
Tokyo,17-10-2022,202,44.8,48.9,22.9,51.2,1.4,24,6,Urban,1226,2022
Los Angeles,18-10-2022,60,28.3,25.4,30.1,62.9,1.5,63,9,Urban,1752,2022
São Paulo,19-10-2022,47,24.3,65.6,13,26.8,18.9,58,9,Urban,1874,2022
Beijing,20-10-2022,133,27.8,71.4,28.9,48.7,12.2,20,10,Urban,1523,2022
Mexico City,21-10-2022,373,23.1,3.5,31.7,45,29.2,29,8,Urban,103,2022
Beijing,22-10-2022,93,50.9,86.6,20.4,52.4,38.1,21,9,Urban,994,2022
Tokyo,23-10-2022,429,45.7,49.1,32.1,30.1,10.1,62,6,Suburban,606,2022
Beijing,24-10-2022,420,43.3,75.2,27.4,39.6,-0.2,46,12,Rural,56,2022
Los Angeles,25-10-2022,257,56.4,57.4,50,45.1,39.7,73,11,Suburban,580,2022
Beijing,26-10-2022,311,23.5,81.5,35,31.9,33.3,71,7,Urban,1272,2022
Los Angeles,28-10-2022,0,31.6,55.2,27.3,12.1,5.9,27,11,Urban,226,2022
Beijing,29-10-2022,237,41.1,81.5,33.4,30.9,12.3,84,7,Urban,753,2022
Tokyo,30-10-2022,412,24.6,57.2,18.4,37.2,25.3,33,3,Urban,455,2022
Beijing,31-10-2022,471,18.8,66.9,28.8,35.3,27.1,68,8,Suburban,1550,2022
Mexico City,01-11-2022,137,22.6,17.5,42.8,26.8,34.5,76,2,Rural,1365,2022
Beijing,02-11-2022,247,47.3,54.8,29.9,51.3,5.6,78,8,Suburban,1223,2022
Beijing,03-11-2022,5,43.8,49.5,21.9,44.4,-1.8,45,8,Urban,247,2022
Beijing,04-11-2022,68,56.1,43.1,18.4,49.3,28.3,93,11,Urban,304,2022
Delhi,05-11-2022,40,56.6,51.6,25.4,46.7,29.5,76,10,Rural,706,2022
Mexico City,07-11-2022,277,6.6,44.2,27.4,59.4,36.6,88,9,Suburban,1056,2022
Mexico City,08-11-2022,159,39,59.2,30.6,46.4,4.6,35,9,Urban,1838,2022
Mexico City,09-11-2022,91,36.2,38.7,25.6,41.8,24.1,23,4,Urban,1869,2022
Delhi,10-11-2022,435,39.2,6.3,28.8,49.9,25.3,91,16,Suburban,1085,2022
Beijing,11-11-2022,314,25.4,27.5,36.3,30.4,5.7,48,9,Urban,564,2022
Delhi,12-11-2022,395,17.2,31.8,38.9,40.4,17.7,68,8,Urban,1956,2022
Los Angeles,13-11-2022,427,38.9,33.5,30.9,47.3,21.2,54,12,Urban,1049,2022
London,14-11-2022,434,12.3,68.3,29.7,34.3,8.3,42,8,Rural,644,2022
Delhi,15-11-2022,204,49.7,59.6,24.9,40.3,0.8,25,10,Suburban,1975,2022
Mexico City,16-11-2022,350,13.8,57.5,15.9,36.5,25.6,63,8,Urban,370,2022
Delhi,17-11-2022,435,5.3,74.1,12,49.5,27.7,47,0,Urban,772,2022
Delhi,18-11-2022,381,41.2,28.4,26.9,62,32.1,21,8,Urban,312,2022
Delhi,19-11-2022,106,29.8,42,28.2,20.7,-2.7,27,8,Suburban,1715,2022
Delhi,20-11-2022,460,6.2,73.9,16.7,29.4,4.4,52,3,Urban,1320,2022
Mexico City,21-11-2022,320,24.3,36.6,36.9,30.6,7,32,4,Suburban,1939,2022
Tokyo,22-11-2022,70,45.1,73.8,21.3,42.3,31,59,7,Urban,922,2022
Delhi,23-11-2022,446,38.5,57.5,22.4,37.8,25.1,86,8,Suburban,357,2022
Beijing,24-11-2022,397,29.1,46.1,31.3,37.6,33.7,35,0,Rural,865,2022
Los Angeles,25-11-2022,274,34.7,51.4,42.9,26.8,26.1,21,9,Rural,730,2022
Cairo,26-11-2022,177,31.8,46.5,36.3,41,4.6,33,4,Urban,1707,2022
Mexico City,27-11-2022,390,17.7,44.4,24.6,32.8,4.7,72,5,Suburban,1843,2022
Delhi,28-11-2022,292,11.3,42.6,10.5,36.2,13.7,93,8,Suburban,493,2022
Mexico City,29-11-2022,302,32.2,59.1,36.1,51.3,15.5,44,10,Urban,1107,2022
Beijing,30-11-2022,29,44.6,68.7,32.7,13.2,1.9,71,14,Urban,1029,2022
Cairo,01-12-2022,80,30,46.9,53.8,54.3,4.7,68,5,Urban,1734,2022
Beijing,02-12-2022,163,39.8,57.8,30.5,46.9,7.9,61,9,Urban,1513,2022
Mexico City,03-12-2022,459,51.4,48.6,20.3,48.5,13.2,24,9,Urban,1135,2022
Delhi,04-12-2022,345,14.9,65.5,30.3,32.1,15.6,65,8,Urban,1863,2022
Beijing,05-12-2022,102,45.8,40.2,18.1,22.6,33.5,59,7,Urban,1926,2022
London,06-12-2022,440,11.3,38,17.6,57.2,18.8,40,4,Urban,1193,2022
Mexico City,07-12-2022,392,67.5,71.4,29,44.2,8.2,77,15,Urban,172,2022
Beijing,08-12-2022,39,27.1,64.4,38.3,54.1,25.1,36,5,Urban,617,2022
Tokyo,09-12-2022,46,51.4,63.9,25.9,51.5,4.5,32,9,Suburban,1814,2022
London,10-12-2022,187,36.4,68.5,19.9,52.5,12.4,75,11,Urban,1611,2022
Beijing,11-12-2022,244,20.2,41.2,30.9,38.4,3.6,63,5,Urban,1171,2022
Beijing,12-12-2022,382,4,62.2,31.4,41.8,2.7,51,1,Suburban,833,2022
Beijing,13-12-2022,291,39.1,77,21.2,31,32.2,70,8,Urban,781,2022
Mexico City,14-12-2022,170,36.3,95.2,40.2,22.5,10.3,58,3,Suburban,1272,2022
Beijing,15-12-2022,337,38.9,61.6,27.2,34.7,27.4,56,5,Urban,463,2022
Delhi,16-12-2022,332,25.6,51.8,23.5,33.3,29.1,78,3,Urban,1379,2022
Tokyo,17-12-2022,350,35.4,58.2,21.3,39.7,32.7,41,11,Urban,1909,2022
Tokyo,18-12-2022,305,42.4,34.3,37.5,50.1,37.2,67,9,Suburban,415,2022
London,19-12-2022,27,48.8,50.2,20.8,38.3,12.6,45,5,Rural,56,2022
Cairo,20-12-2022,463,34.8,21.9,7.4,57.5,4.8,44,7,Urban,1281,2022
Los Angeles,21-12-2022,161,6.9,21.5,29,44.2,24.2,27,2,Suburban,1321,2022
Los Angeles,22-12-2022,406,32.8,75.4,43.9,28.4,7.6,36,11,Urban,1729,2022
Los Angeles,23-12-2022,334,25.5,26.8,30.1,30,37.6,71,14,Urban,1902,2022
Beijing,24-12-2022,312,38.3,28.1,28.4,56.1,20.6,27,5,Urban,616,2022
Beijing,25-12-2022,187,37.3,52.3,37.9,28.8,31.6,48,4,Suburban,619,2022
Delhi,26-12-2022,387,44.7,73.6,27.9,14.5,12.2,61,11,Urban,1868,2022
Mexico City,27-12-2022,223,24.3,37.4,30.6,53.1,4.3,75,3,Urban,707,2022
Delhi,28-12-2022,127,24.2,19.1,11.3,41,3.2,75,8,Urban,1839,2022
Delhi,29-12-2022,49,49.9,56.3,35.5,53.9,35.5,87,7,Urban,588,2022
Mexico City,30-12-2022,50,18.8,91.9,43.7,42.6,-3.2,40,1,Suburban,1534,2022
Beijing,31-12-2022,300,32.9,12.8,8.4,35.5,-1.8,59,9,Urban,621,2022
Delhi,01-01-2023,216,35,10.6,32,67.4,22.7,78,7,Suburban,1326,2023
London,02-01-2023,163,3.7,43.4,10.9,36.9,17.5,59,6,Urban,1633,2023
London,03-01-2023,250,35.5,95.5,16.7,35.5,1.1,90,9,Urban,944,2023
Delhi,04-01-2023,56,35,26.2,30.5,55.7,25.8,62,8,Urban,772,2023
Delhi,05-01-2023,443,36,31.1,36.2,41.1,3.7,26,15,Urban,966,2023
Beijing,06-01-2023,252,20.9,62.7,17.3,47,5.8,88,9,Rural,549,2023
Los Angeles,07-01-2023,460,17.2,73.5,30.4,22.8,5.4,22,10,Urban,1980,2023
London,08-01-2023,201,14.8,47.5,26.6,55.4,13.8,31,5,Suburban,1651,2023
Delhi,09-01-2023,148,51.9,100.4,34.9,31.8,24.6,88,11,Suburban,1821,2023
Los Angeles,10-01-2023,315,38,62.9,23.9,34.7,33.1,86,10,Rural,1107,2023
Delhi,11-01-2023,17,24.4,30.5,34.4,50.6,1.8,87,6,Rural,1173,2023
Beijing,12-01-2023,114,17,56,18.8,36.4,14,92,8,Rural,469,2023
São Paulo,13-01-2023,253,15.2,39.2,20.5,33.6,35.2,24,7,Suburban,1069,2023
Delhi,14-01-2023,75,35.1,61,47.3,44.3,28.5,56,9,Suburban,733,2023
Delhi,15-01-2023,494,33.5,56.2,35.4,54.4,23.8,56,8,Urban,758,2023
Beijing,16-01-2023,171,10,54.2,23.2,50.5,22.9,22,5,Suburban,81,2023
Mexico City,17-01-2023,361,17.3,17.1,37.2,57.7,19,82,9,Urban,605,2023
Tokyo,18-01-2023,459,22.5,79.6,41.3,34.3,2.8,30,8,Suburban,612,2023
São Paulo,19-01-2023,32,47.2,63.9,32.7,43.9,17.4,47,8,Urban,664,2023
Delhi,20-01-2023,106,21.4,18,24.4,37.1,0.8,66,5,Urban,787,2023
Delhi,21-01-2023,36,33.1,82.6,39.8,42.9,23.7,70,12,Urban,582,2023
Los Angeles,22-01-2023,147,49,49.4,43.7,43.5,29.5,91,9,Rural,1797,2023
Delhi,23-01-2023,287,48.5,12,30.7,64.5,16.9,60,10,Suburban,1882,2023
Tokyo,24-01-2023,392,43.9,67.6,39.7,46.1,35.1,64,6,Rural,1395,2023
Mexico City,25-01-2023,211,56.1,95.1,39.7,39.1,2.9,50,4,Urban,644,2023
Delhi,26-01-2023,379,37.8,55,14.4,34.2,8.7,71,9,Urban,954,2023
Delhi,28-01-2023,197,58.9,51.5,24.6,42,9.1,63,10,Rural,1206,2023
Beijing,29-01-2023,168,42,30.7,31.9,34.5,18.3,91,13,Suburban,435,2023
Mexico City,30-01-2023,405,22.9,84.8,24.3,33.5,24.8,40,0,Urban,378,2023
Beijing,31-01-2023,119,42.5,49.8,14,46.4,15.9,46,9,Urban,1931,2023
Mexico City,01-02-2023,373,5.9,44.6,37.2,28.5,10.3,56,3,Suburban,1404,2023
Mexico City,02-02-2023,328,36.8,40.2,26.4,31.2,6,27,4,Urban,1474,2023
São Paulo,03-02-2023,142,1.8,64.4,10.9,35.2,8,33,5,Urban,721,2023
São Paulo,04-02-2023,98,22.5,61.9,38.3,43.9,22.8,68,7,Urban,903,2023
Beijing,05-02-2023,310,25.5,55.1,36,49.2,1.6,44,6,Suburban,1882,2023
Delhi,06-02-2023,343,17.3,69.1,32.9,49.3,2.3,91,13,Suburban,1664,2023
Los Angeles,07-02-2023,130,34.3,52.1,29.7,26.8,12,46,6,Urban,1528,2023
Cairo,08-02-2023,320,22.5,33.1,26,47.9,13.9,47,7,Urban,438,2023
Beijing,09-02-2023,260,34.7,37.2,24.2,31.2,8.9,32,8,Urban,616,2023
Beijing,10-02-2023,3,52,62,31.6,23.6,18.7,56,8,Suburban,1964,2023
Beijing,11-02-2023,221,19.7,44.8,40.3,36.6,14.6,47,10,Suburban,1879,2023
Mexico City,13-02-2023,238,67.7,51.9,20.2,46.1,26.4,53,8,Rural,619,2023
Beijing,14-02-2023,61,35.4,77.7,28.1,40.6,32.9,77,6,Suburban,1123,2023
Los Angeles,15-02-2023,477,10.4,16.8,26.5,59.5,34.9,86,1,Suburban,1843,2023
London,16-02-2023,38,40,81.1,25.9,30.1,24.3,73,11,Suburban,1187,2023
London,17-02-2023,396,30.9,21.9,30.8,47.6,4.5,39,0,Rural,923,2023
Beijing,18-02-2023,118,55.3,44.9,45.8,26.5,10,26,9,Suburban,479,2023
Beijing,19-02-2023,309,17.1,71.1,42,34.7,24.1,44,13,Suburban,65,2023
Los Angeles,20-02-2023,63,31.4,55.8,6.9,37,38.6,60,3,Urban,74,2023
Beijing,22-02-2023,464,32,56.5,35.1,22.3,9.8,85,8,Urban,1032,2023
Tokyo,23-02-2023,63,25.1,42.5,25.8,51.9,24.5,74,5,Urban,1473,2023
Delhi,24-02-2023,290,34.3,55.9,39,34.8,22.8,77,8,Urban,178,2023
London,25-02-2023,319,46,67.1,22.8,21.8,14.6,74,7,Urban,178,2023
Delhi,26-02-2023,110,34.2,54.6,33.2,29.5,-2,48,6,Urban,355,2023
Delhi,27-02-2023,459,44.1,40.3,38.9,21.6,8.6,23,16,Rural,168,2023
Beijing,28-02-2023,401,50,20.8,32.4,38.8,4.3,91,11,Suburban,938,2023
Delhi,01-03-2023,24,29.1,47.1,39.4,49.3,23.4,94,14,Suburban,228,2023
Delhi,02-03-2023,14,8.5,74,36.9,37,38.7,29,3,Urban,1808,2023
Delhi,03-03-2023,494,28.3,64.4,8.3,48.3,29.2,22,3,Suburban,1561,2023
Beijing,04-03-2023,55,16.1,53.5,33,30.3,13.6,73,6,Urban,1721,2023
Los Angeles,05-03-2023,235,50.3,77.1,34.5,65,9.1,21,9,Urban,1675,2023
Delhi,06-03-2023,383,34.6,56.4,28.4,38.4,31.8,93,4,Urban,1426,2023
Mexico City,07-03-2023,190,43.4,20.8,10.5,49.1,37.7,28,8,Urban,74,2023
London,08-03-2023,478,43.4,38.7,41,42.6,35,67,11,Urban,1918,2023
Delhi,09-03-2023,341,51.4,49.6,25.3,39.4,7.8,37,8,Suburban,886,2023
Delhi,10-03-2023,376,48.7,71.6,43.5,59,18,35,12,Urban,1268,2023
London,11-03-2023,494,18.1,34.7,28.7,30.8,31.4,52,2,Urban,522,2023
London,12-03-2023,63,21.9,43.9,32.8,35.1,27.2,37,3,Rural,1952,2023
Beijing,13-03-2023,102,33.8,49.1,25.3,33.1,-0.5,84,8,Urban,1166,2023
London,14-03-2023,51,57.7,60.3,6,30.8,28.4,85,12,Suburban,1983,2023
Delhi,15-03-2023,481,13.3,45,22.3,55.9,3.4,49,3,Rural,270,2023
Beijing,16-03-2023,275,34.5,36.7,47.7,45.7,16.5,40,11,Suburban,1158,2023
Los Angeles,17-03-2023,62,44.8,64.4,6.7,63.6,16.2,90,10,Urban,919,2023
Delhi,18-03-2023,146,29.3,74.9,32.1,50.6,38.7,73,3,Urban,495,2023
Los Angeles,19-03-2023,405,60.3,62.6,24,49.6,29.2,57,12,Urban,525,2023
Beijing,20-03-2023,263,23.8,62.2,30.6,45.1,10.6,63,9,Urban,165,2023
Los Angeles,21-03-2023,351,28.9,65.3,31.6,40.3,5.8,30,9,Urban,1341,2023
Beijing,22-03-2023,244,43.9,77.9,23.8,43,2.3,29,12,Rural,1795,2023
Beijing,23-03-2023,243,29.4,42.3,37.6,61.6,39.4,57,5,Suburban,271,2023
Delhi,24-03-2023,441,42.4,101.8,28,43.9,13.4,37,14,Urban,1010,2023
Delhi,25-03-2023,273,54.9,60,12.9,31.7,18.6,41,10,Suburban,1519,2023
Los Angeles,26-03-2023,372,29,38.2,21.7,37.8,-3.8,93,6,Urban,814,2023
Delhi,27-03-2023,488,2.6,68.7,31.4,53.2,-0.5,35,9,Suburban,93,2023
Delhi,28-03-2023,228,54.9,63.4,18.7,32.8,20.4,91,6,Urban,365,2023
Delhi,29-03-2023,382,54.5,49.5,29.9,30.7,7.8,66,6,Rural,1717,2023
Delhi,30-03-2023,446,6.9,70.3,18.5,31.2,12.6,67,7,Rural,1180,2023
London,31-03-2023,494,33.4,64.5,19.9,47.6,22.2,81,11,Urban,1393,2023
Beijing,01-04-2023,207,35.3,30,30.9,53.4,31.5,56,16,Urban,1062,2023
São Paulo,02-04-2023,56,28.4,56.5,31.1,32.2,38.3,67,6,Urban,1163,2023
Delhi,03-04-2023,450,40.1,38.2,35.3,41.7,32.2,47,7,Urban,1476,2023
Mexico City,04-04-2023,198,35.4,35.5,30.6,49,-1.7,24,14,Urban,231,2023
Beijing,05-04-2023,37,33.1,16.8,28.2,20.8,0,92,9,Urban,1933,2023
Beijing,06-04-2023,124,38.7,39.2,39.5,21.7,36.9,43,12,Urban,437,2023
London,07-04-2023,431,62.6,39.7,20.6,31.5,17.8,73,14,Urban,1701,2023
Cairo,08-04-2023,163,22,57.1,31.8,35.1,20.2,69,6,Urban,69,2023
London,09-04-2023,303,23,54.5,17.2,45.7,-2.1,89,7,Suburban,1751,2023
Delhi,10-04-2023,483,47.4,40,28.1,31.4,1.7,51,8,Suburban,1805,2023
Delhi,11-04-2023,342,46.2,76.4,28.4,47.5,34.3,91,5,Rural,852,2023
Mexico City,12-04-2023,276,17.8,27.2,26.5,31.5,-2.8,37,2,Suburban,505,2023
Delhi,13-04-2023,177,23.8,45.3,22,43.7,33.7,72,3,Suburban,174,2023
Los Angeles,14-04-2023,416,27.7,40.8,12.4,39.5,14.8,68,4,Urban,1369,2023
Mexico City,15-04-2023,377,25.8,48.4,43.4,49.9,5,25,7,Suburban,1266,2023
Mexico City,16-04-2023,4,18.3,44.2,25.9,37.2,20.9,92,6,Urban,1147,2023
London,17-04-2023,217,56,25.9,19,44.3,6.1,67,12,Rural,878,2023
Los Angeles,18-04-2023,261,23.8,38.9,19.9,35.8,24.1,22,6,Urban,557,2023
Delhi,19-04-2023,173,39.2,27.6,35.8,44.6,37.8,76,8,Urban,176,2023
Delhi,20-04-2023,478,34.6,83.7,14.8,42.4,19.6,21,8,Urban,1263,2023
Mexico City,21-04-2023,482,36,42.1,33.4,39.7,38.9,44,4,Urban,1975,2023
Beijing,22-04-2023,170,39.9,32,35.4,50.5,24.4,26,6,Urban,666,2023
Delhi,23-04-2023,2,25.3,88.1,37.4,46.3,9.5,39,2,Urban,944,2023
Beijing,24-04-2023,247,35.8,75.8,18.1,42.2,12.9,87,9,Urban,1573,2023
Los Angeles,25-04-2023,330,1.2,41.2,36,70.3,25.7,93,2,Urban,415,2023
London,26-04-2023,149,15.4,35,34.7,50,7.8,39,10,Urban,955,2023
Mexico City,27-04-2023,341,37.5,74.9,30.7,22.3,34.3,78,5,Suburban,1338,2023
Beijing,28-04-2023,355,30.3,48.6,39,36.8,18.9,86,15,Urban,729,2023
Delhi,29-04-2023,10,16.1,26,26.4,31.8,13.6,78,6,Rural,664,2023
Beijing,30-04-2023,4,28.6,72,23.5,31.8,24.2,66,8,Suburban,1363,2023
Beijing,01-05-2023,283,47.8,37.8,34.8,36,34.7,47,8,Suburban,336,2023
Mexico City,02-05-2023,285,65.8,48.8,33.1,35.5,23.6,44,13,Urban,201,2023
Mexico City,03-05-2023,414,12.4,66.6,27.4,21.9,11.4,83,7,Rural,650,2023
Delhi,04-05-2023,55,17,54,24.7,17.6,14.9,63,5,Suburban,1384,2023
